"Gambia","0","2.3","2.3","0","2.4","2.4","0","2.5","2.5","0","2.5","2.6","0","2.6","2.6","0","2.6","2.7","0.1","2.7","2.7","0.1","2.7","2.7","0.1","2.6","2.6","0.1","2.6","2.7","0.1","2.7","2.8","0.1","2.8","2.9","0.1","2.9","3","0.1","3","3.1","0.1","3.1","3.2","0.1","3.2","3.2","0.1","3.2","3.2","0.1","3.4","3.4"
"Georgia","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.8","0.9","0","0.8","0.8","0","0.8","0.8","0","0.9","0.9","0","1","1","0","1","1","0","1.1","1.1","0","1.1","1.2","0","1.2","1.2","0","1.3","1.3","0","1.3","1.4","0","1.5","1.5","0","1.6","1.6","0","1.7","1.7"
"Germany","0","0.4","0.5","0","0.5","0.5","0","0.5","0.5","0","0.5","0.5","0","0.5","0.5","0","0.5","0.5","0","0.5","0.6","0","0.5","0.5","0","0.6","0.6","0","0.6","0.7","0","0.6","0.7","0","0.6","0.6","0","0.7","0.7","0","0.6","0.7","0","0.6","0.7","0","0.6","0.7","0","0.7","0.7","0","0.8","0.8"
"Ghana","0","1.4","1.5","0","1.5","1.5","0","1.5","1.6","0","1.6","1.6","0","1.6","1.7","0.1","1.5","1.6","0.1","1.5","1.6","0.1","1.6","1.7","0.1","1.7","1.8","0.1","1.8","1.8","0.1","1.9","1.9","0.1","1.9","1.9","0.1","1.9","1.9","0.1","1.9","1.9","0.1","1.8","1.9","0.1","1.8","1.8","0.1","1.7","1.8","0.1","1.7","1.8"
"Greece","0","0.7","0.7","0","0.6","0.7","0","0.5","0.5","0","0.7","0.8","0","0.4","0.4","0","0.3","0.3","0","0.4","0.4","0","0.3","0.3","0","0.3","0.3","0","0.2","0.3","0","0.3","0.3","0","0.3","0.3","0","0.5","0.5","0","0.5","0.5","0","0.3","0.3","0","0.4","0.4","0","0.2","0.2","0","0.4","0.4"
"Grenada","0","3","3","0","2.1","2.1","0","2.8","2.8","0","2.3","2.3","0","2.7","2.7","0","2.1","2.1","0","2.6","2.6","0","2.3","2.3","0.2","3.3","3.6","0.2","2.9","3.1","0.2","2","2.2","0","0.5","0.5","0","0","0","0","0.7","0.7","0","0.6","0.6","0","1.5","1.5","0","1.3","1.3","0","2.1","2.1"
"Guatemala","0","2.1","2.2","0","2.2","2.2","0","2.3","2.3","0.1","2.3","2.4","0.1","2.3","2.4","0.1","2.3","2.4","0.1","2.3","2.4","0.1","2.3","2.4","0.1","2.3","2.4","0.1","2.4","2.4","0","2.5","2.5","0","2.5","2.6","0","2.5","2.6","0","2.6","2.7","0.1","2.7","2.7","0.1","2.7","2.7","0.1","2.5","2.6","0.1","2.9","3"
"Guinea","0","2.9","2.9","0","2.9","3","0","2.8","2.8","0","2.8","2.8","0","2.7","2.7","0","2.7","2.7","0","2.6","2.6","0","2.6","2.6","0","2.6","2.6","0","2.6","2.6","0","2.7","2.7","0","2.7","2.8","0","2.8","2.8","0","2.9","2.9","0","3","3","0","3.1","3.1","0","3.2","3.2","0","3.3","3.3"
"Guinea-Bissau","0.1","2.8","2.9","0.1","2.9","3","0.1","2.7","2.8","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.9","3","0.1","3","3.1","0.1","3.1","3.2","0.1","3.2","3.2","0.1","3.2","3.3","0.1","3.3","3.4","0.1","3.4","3.5","0","3.6","3.6","0","3.7","3.7","0","3.8","3.8","0","3.8","3.9","0","3.8","3.9","0","3.8","3.8"
"Guyana","0.1","1.9","2.1","0.1","2","2.1","0.1","2.1","2.2","0.2","1.5","1.7","0","2.4","2.4","0.2","2.1","2.3","0.3","2.5","2.8","0.2","2.8","3","0","2.9","2.9","0.2","4.1","4.3","0","1.7","1.7","0.1","1.2","1.4","0","1.8","1.8","0","2.1","2.1","0.1","1.6","1.8","0","1.7","1.7","0","2","2","0","2","2.1"
"Haiti","0.1","4.7","4.8","0.1","4.8","4.9","0.1","5","5","0.1","5","5.1","0.1","5","5","0.1","4.9","5","0.1","4.8","4.9","0.1","5.4","5.5","0.1","5","5.1","0.1","5.1","5.1","0.1","5.1","5.2","0.1","5.1","5.2","0.1","5.2","5.2","0.1","5.3","5.4","0.1","5.4","5.5","0.1","5.6","5.6","0.1","5.7","5.8","0.1","5.9","6"
"Honduras","0.1","1.1","1.2","0.1","1.1","1.2","0.1","1.2","1.3","0.1","1.2","1.3","0.1","1.3","1.4","0.1","1.3","1.4","0.1","1.4","1.5","0.1","1.4","1.5","0.1","1.4","1.5","0.1","1.5","1.6","0.1","1.5","1.6","0.1","1.6","1.7","0.1","1.6","1.7","0.1","1.6","1.7","0.1","1.6","1.7","0.1","1.6","1.7","0.1","1.6","1.7","0.1","1.7","1.7"
"Hungary","0","0.5","0.5","0","0.6","0.6","0","0.6","0.6","0.1","0.6","0.7","0","0.6","0.6","0","0.7","0.7","0","0.7","0.7","0","0.6","0.6","0.1","0.6","0.7","0","0.7","0.7","0","0.8","0.8","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0.1","1","1","0","0.6","0.6","0","0.9","0.9"
"Iceland","0","0.5","0.5","0","0.6","0.6","0","0.6","0.6","0","0.7","0.7","0","0.7","0.7","0.2","0.6","0.8","0.1","0.9","1","0.1","0.8","1","0","1","1","0","0.9","0.9","0","1.1","1.1","0","1","1","0","1.2","1.2","0","1","1","0","1","1","0","0.9","0.9","0","1","1","0","1","1"
"India","0","1.2","1.2","0","1.3","1.3","0","1.4","1.4","0","1.5","1.5","0","1.6","1.6","0","1.7","1.7","0","1.8","1.8","0","1.9","1.9","0","2","2","0","2.1","2.1","0","2.2","2.3","0","2.3","2.3","0","2.4","2.4","0","2.5","2.5","0","2.6","2.6","0","2.6","2.7","0","2.7","2.7","0","2.8","2.8"
"Indonesia","0","1.4","1.5","0","1.5","1.5","0","1.5","1.5","0","1.5","1.6","0","1.5","1.6","0","1.6","1.6","0","1.7","1.7","0","1.7","1.7","0","1.8","1.8","0","1.8","1.8","0","1.9","1.9","0","2","2","0","2.1","2.1","0","2.2","2.2","0","2.3","2.3","0","2.3","2.4","0","2.4","2.4","0","2.5","2.5"
"Iran (Islamic Republic of)","0","1.3","1.3","0","1.3","1.3","0","1.3","1.3","0","1.3","1.3","0","1.3","1.3","0","1.3","1.3","0","1.3","1.3","0","1.4","1.4","0","1.4","1.4","0","1.5","1.5","0","1.6","1.6","0","1.7","1.7","0","1.8","1.8","0","1.9","1.9","0","2.1","2.1","0","2.3","2.3","0","2.5","2.5","0","2.6","2.6"
"Iraq","0","2.5","2.5","0","2.5","2.5","0","2.5","2.6","0","2.6","2.6","0","2.6","2.6","0","2.6","2.6","0","2.5","2.5","0","2.5","2.6","0","2.6","2.6","0","2.7","2.7","0","2.7","2.8","0","2.8","2.8","0","2.8","2.9","0","2.9","2.9","0","2.9","2.9","0","2.9","2.9","0","2.9","2.9","0","2.9","2.9"
"Ireland","0","0.4","0.4","0","0.4","0.5","0","0.4","0.5","0","0.4","0.4","0","0.4","0.5","0","0.5","0.6","0","0.5","0.5","0","0.5","0.6","0","0.5","0.6","0","0.4","0.4","0","0.6","0.6","0","0.5","0.6","0","0.6","0.6","0","0.7","0.8","0","0.6","0.6","0","1","1","0","0.5","0.5","0","0.7","0.7"
"Israel","0","0.5","0.5","0","0.5","0.6","0","0.6","0.6","0","0.5","0.6","0","0.6","0.6","0","0.6","0.6","0","0.7","0.8","0","0.7","0.7","0.1","0.6","0.7","0","0.7","0.7","0","0.8","0.9","0","1","1","0","0.7","0.8","0","0.9","0.9","0","1.1","1.1","0","1.1","1.2","0","1.1","1.1","0","1.4","1.4"
"Italy","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.7","0.7","0","0.6","0.6","0","0.7","0.7","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.7","0.7","0","0.6","0.6","0","0.6","0.6","0","0.7","0.7","0","0.6","0.6"
"Jamaica","0","1.7","1.7","0","1.7","1.8","0","1.8","1.8","0","2","2","0","1.9","2","0","1.7","1.8","0","1.8","1.8","0.1","2","2.1","0","2.1","2.1","0","1.8","1.9","0","1.7","1.7","0","1.4","1.5","0","1.2","1.2","0","1","1","0","0.9","0.9","0","0.8","0.8","0.1","0.8","0.8","0.1","0.8","0.8"
"Japan","0","0.5","0.5","0","0.5","0.5","0","0.5","0.6","0","0.5","0.5","0","0.5","0.6","0","0.6","0.6","0","0.5","0.5","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.7","0","0.7","0.7","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.7","0","0.7","0.7"
"Jordan","0.1","1","1","0.1","1","1.1","0.1","1","1.1","0.1","1","1.1","0.1","1","1.1","0.1","1","1.1","0.1","1","1.1","0.1","1.1","1.1","0.1","1.1","1.2","0.1","1.1","1.2","0.1","1.1","1.2","0.1","1.2","1.3","0.1","1.2","1.3","0.1","1.2","1.3","0.1","1.2","1.3","0.1","1.3","1.3","0.1","1.3","1.4","0.1","1.4","1.4"
"Kazakhstan","0","0.9","0.9","0","1","1","0","1.1","1.1","0","1.2","1.2","0","1.3","1.3","0","1.3","1.3","0","1.4","1.4","0","1.5","1.5","0","1.7","1.7","0","1.8","1.8","0","2","2","0","2.1","2.1","0","2.2","2.2","0","2.4","2.4","0","2.5","2.5","0","2.7","2.7","0","3","3","0","3.2","3.2"
"Kenya","0","1.8","1.8","0","1.9","1.9","0","1.9","1.9","0","2","2","0","2.1","2.1","0","2.1","2.1","0","2.2","2.2","0","2.1","2.1","0","2.1","2.1","0","2.1","2.1","0","2.2","2.2","0","2.2","2.2","0","2.3","2.3","0","2.4","2.4","0","2.5","2.5","0","2.6","2.6","0","2.6","2.6","0","2.7","2.7"
"Kiribati","0","3.5","3.6","0","3.5","3.6","0","3.6","3.6","0","3.5","3.6","0","3.6","3.6","0","3.5","3.6","0","3.6","3.7","0","3.6","3.7","0","3.6","3.6","0","3.5","3.5","0","3.4","3.4","0","3.3","3.3","0","3.2","3.2","0","3.1","3.1","0","3.1","3.1","0","3.2","3.2","0","3.2","3.2","0","3.3","3.4"
"Kuwait","0.1","0.6","0.7","0.1","0.6","0.7","0.1","0.7","0.7","0.1","0.6","0.7","0.1","0.9","1","0.1","0.7","0.8","0.1","0.7","0.8","0","0.6","0.6","0","0.7","0.7","0","0.7","0.7","0","0.8","0.8","0","0.8","0.8","0","0.9","0.9","0","1.2","1.2","0","1.1","1.1","0","1.3","1.3","0","0.9","0.9","0","1.1","1.1"
"Kyrgyzstan","0","0.8","0.8","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.8","0.8","0","0.9","0.9","0","0.6","0.6","0","0.6","0.6","0","0.8","0.8","0","1","1","0","0.8","0.8","0","1.1","1.1","0","1.1","1.1","0","1.2","1.3","0","1.2","1.2","0","1.3","1.3","0","1.6","1.6","0","1.9","2"
"Lao People's Democratic Republic","0","5.9","5.9","0","6","6","0","6.1","6.1","0","6.2","6.2","0","5.7","5.7","0","5.8","5.8","0","5.8","5.8","0","5.7","5.7","0","5.7","5.7","0","5.6","5.6","0","5.7","5.7","0","5.8","5.8","0","5.9","5.9","0","6","6","0","6.1","6.1","0","6.2","6.2","0","6.2","6.3","0","6.2","6.3"
"Latvia","0","0.5","0.5","0.1","0.6","0.6","0","0.6","0.6","0.1","0.7","0.8","0.1","0.7","0.8","0","0.9","0.9","0","0.5","0.5","0","0.8","0.8","0","0.7","0.7","0","0.8","0.8","0.1","1","1.1","0","1","1","0","0.8","0.8","0","1","1","0.1","1.1","1.2","0.1","1.2","1.3","0","1.3","1.3","0","1.1","1.1"
"Lebanon","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.8","0","0.8","0.8","0","0.8","0.9","0","0.9","0.9","0","1","1","0","1","1","0","1.1","1.1","0","1.2","1.2","0","1.2","1.3","0","1.3","1.3"
"Lesotho","0","3.5","3.5","0","3.5","3.5","0","3.4","3.4","0","3.4","3.4","0","3.4","3.4","0","3.4","3.4","0","3.4","3.4","0","3.3","3.3","0","3.3","3.3","0","3.2","3.2","0","3.1","3.1","0","3","3.1","0","3","3","0","2.9","2.9","0","2.8","2.8","0","2.7","2.7","0","2.5","2.6","0","2.5","2.5"
"Liberia","0","2.8","2.8","0","2.8","2.9","0","2.8","2.8","0","2.8","2.9","0","2.8","2.8","0","2.8","2.9","0","2.8","2.9","0","2.8","2.8","0","2.8","2.8","0","2.8","2.9","0","2.9","2.9","0","3","3","0","3.1","3.2","0","3.3","3.4","0","3.6","3.6","0","3.8","3.9","0","4.1","4.1","0","4.4","4.4"
"Libya","0","1.1","1.1","0","1.2","1.2","0","1.2","1.2","0","1.2","1.3","0","1.3","1.3","0","1.3","1.4","0","1.4","1.5","0","1.5","1.6","0","1.7","1.7","0","1.8","1.8","0","2","2","0","2.2","2.2","0","2.3","2.4","0","2.4","2.5","0","2.5","2.5","0","2.6","2.6","0","2.7","2.7","0","2.7","2.8"
"Lithuania","0","1","1","0","0.5","0.5","0","0.7","0.7","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.5","0.5","0","0.5","0.5","0","0.7","0.7","0","0.9","0.9","0","0.5","0.5","0","0.7","0.7","0","0.8","0.8","0","0.9","0.9","0.1","1","1.1","0","1.1","1.1"
"Luxembourg","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.5","0.5","0","0.6","0.6","0","0.5","0.5","0","0.5","0.5","0","0.6","0.6","0","0.6","0.6","0","0.8","0.8","0","0.5","0.5","0.1","0.6","0.7","0.1","0.9","0.9","0.1","1","1.1","0","1","1","0","0.9","0.9","0","1.2","1.2"
"Madagascar","0","1.7","1.7","0","1.8","1.8","0","1.7","1.7","0","2","2","0","2.1","2.1","0","2","2","0","2.2","2.2","0","2.4","2.4","0","2.5","2.5","0","2.6","2.6","0","2.7","2.7","0","2.8","2.8","0","2.9","2.9","0","3","3","0","3.2","3.2","0","3.4","3.4","0","3.5","3.5","0","3.7","3.7"
"Malawi","0","2.4","2.4","0","2.5","2.5","0","2.7","2.7","0","2.8","2.8","0","2.9","2.9","0","3.1","3.1","0","3","3","0","3","3","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.3","3.3","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.2","3.3","0","3.3","3.3","0","3.4","3.5"
"Malaysia","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","0.9","0.9","0","1","1","0","1.1","1.1","0","1.1","1.1","0","1.2","1.2"
"Maldives","0","0.8","0.8","0","0.8","0.8","0","0.8","0.8","0","0.9","0.9","0","0.9","0.9","0","1.1","1.1","0","1.2","1.2","0","1.2","1.2","0","1.3","1.3","0","1.4","1.4","0","1.5","1.5","0","1.7","1.7","0","1.9","1.9","0","2.1","2.1","0","2.3","2.3","0","2.6","2.6","0","2.8","2.8","0","3.1","3.1"
"Mali","0","3.7","3.7","0","3.7","3.7","0","3.6","3.7","0","3.6","3.6","0","3.6","3.6","0.1","3.6","3.6","0.1","3.8","3.9","0","3.9","3.9","0","4.1","4.1","0","4.1","4.1","0","4.2","4.2","0","4.1","4.1","0","4.1","4.2","0","4.3","4.3","0","4.5","4.6","0","4.9","4.9","0","5.1","5.2","0","5.3","5.3"
"Malta","0.1","0.8","0.9","0.1","0.7","0.8","0.1","0.7","0.8","0.1","0.9","1","0.1","1.2","1.2","0.1","1","1.1","0","0.8","0.8","0","0.6","0.6","0","0.8","0.8","0","0.7","0.7","0","0.9","0.9","0","0.8","0.8","0","0.9","0.9","0","0.9","0.9","0.1","1.2","1.2","0.1","1.3","1.3","0.1","1.3","1.4","0","1.6","1.6"
"Marshall Islands","0","2.4","2.5","0","2.4","2.4","0","2.6","2.6","0","2.5","2.6","0","2.6","2.6","0","2.7","2.7","0","2.6","2.7","0","2.6","2.6","0","2.7","2.7","0","2.5","2.5","0","2.6","2.6","0","2.6","2.6","0","2.6","2.6","0","2.5","2.6","0","2.5","2.5","0","2.4","2.5","0","2.4","2.4","0","2.2","2.3"
"Mauritania","0","3","3.1","0","3.1","3.1","0","3.2","3.2","0","3.2","3.2","0","3.1","3.1","0","3.1","3.2","0","3.2","3.2","0","3.2","3.3","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.1","3.2","0","3.1","3.1","0","3","3"
"Mauritius","0","1","1","0","0.4","0.4","0","1","1","0.1","1.4","1.5","0","1.9","1.9","0","2","2","0","1.1","1.1","0.1","0.9","1","0","1.9","1.9","0.1","1.3","1.3","0","1.2","1.2","0","1.3","1.3","0","1.4","1.4","0","0.7","0.7","0.1","1.9","1.9","0","1.5","1.5","0","1.4","1.4","0","1.5","1.5"
"Mexico","0.1","1.1","1.2","0.1","1.2","1.3","0.1","1.4","1.5","0","1.5","1.5","0.1","1.7","1.8","0.1","1.7","1.8","0","1.7","1.7","0.1","2.1","2.1","0.1","2.1","2.2","0.1","2.3","2.3","0.1","2.3","2.3","0","1.8","1.9","0","1.8","1.9","0.1","1.8","1.9","0.1","1.9","1.9","0.1","1.8","1.9","0.1","2","2.1","0.1","2","2"
"Micronesia (Federated States of)","0","1.8","1.8","0","1.9","1.9","0","1.9","1.9","0","2","2","0","2.1","2.1","0","2.1","2.1","0","2.2","2.2","0","2.4","2.4","0","2.2","2.2","0","2.3","2.3","0","2.4","2.4","0","2.5","2.5","0","2.6","2.6","0","2.6","2.6","0","2.6","2.7","0","2.6","2.7","0","2.7","2.7","0","2.7","2.7"
"Monaco","0","0","0","0","0","0","0","0","0","0","0.8","0.8","0","0.7","0.8","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.8","0.8","0","0.8","0.8","0","0.8","0.8","0","0.8","0.8","0","0.8","0.8"
"Mongolia","0","1.6","1.6","0","1.6","1.7","0","1.7","1.7","0","1.7","1.8","0","1.8","1.8","0","1.9","1.9","0","2","2","0","2.1","2.1","0","2.3","2.3","0","2.5","2.5","0","2.7","2.7","0","2.9","2.9","0","3.3","3.3","0","3.7","3.8","0","4.3","4.3","0","4.9","4.9","0","5.6","5.6","0","6.4","6.4"
"Montenegro","0","0.5","0.5","0","0.5","0.5","0","0.6","0.6","0","0.6","0.6","0","0.7","0.7","0","0.7","0.7","0","0.8","0.8","0","0.8","0.8","0","1.1","1.1","0","1.1","1.1","0","1.3","1.3","0","1.1","1.1","0","1.3","1.3","0","1.2","1.2","0","1.3","1.3","0","1.4","1.4","0","1.3","1.3","0","1.4","1.4"
"Morocco","0","1.6","1.7","0","1.7","1.7","0","1.7","1.7","0.1","1.7","1.8","0.1","1.8","1.8","0.1","1.8","1.9","0.1","1.8","1.8","0.1","1.7","1.8","0.1","1.8","1.8","0.1","1.8","1.9","0.1","1.8","1.9","0.1","1.8","1.9","0.1","1.9","1.9","0.1","2","2","0.1","2.1","2.1","0.1","2.2","2.2","0.1","2.3","2.4","0.1","2.3","2.4"
"Mozambique","0","2.4","2.4","0","2.4","2.5","0","2.5","2.5","0","2.5","2.5","0","2.5","2.5","0","2.5","2.5","0","2.6","2.6","0","2.7","2.7","0","2.7","2.7","0","2.7","2.7","0","2.7","2.7","0","2.7","2.7","0","2.6","2.7","0","2.6","2.6","0","2.6","2.6","0","2.7","2.7","0","2.8","2.8","0","2.9","2.9"
"Myanmar","0","3.8","3.8","0","3.7","3.7","0","3.9","3.9","0","4","4","0","4.1","4.1","0","4.1","4.1","0","4.3","4.3","0","4.4","4.4","0","4.7","4.7","0","5","5","0","5.1","5.1","0","5.3","5.3","0","5.4","5.4","0","5.5","5.5","0","5.6","5.6","0","5.6","5.6","0","5.7","5.7","0","5.7","5.7"
"Namibia","0","2","2","0","2.1","2.1","0","2.1","2.1","0","1.9","1.9","0","2","2","0","2","2","0","2","2","0","1.9","1.9","0","1.9","1.9","0","1.8","1.8","0","1.8","1.8","0","1.7","1.7","0","1.7","1.7","0","1.6","1.6","0","1.7","1.7","0","1.6","1.7","0","1.6","1.6","0","1.6","1.6"
"Nauru","0","1.8","1.9","0","1.8","1.8","0","2.7","2.7","0","1.8","1.8","0","1.8","1.8","0","1.8","1.8","0","1.7","1.7","0","1.6","1.7","0","2.3","2.3","0","2.2","2.2","0","2.1","2.1","0","1.8","1.8","0","1.7","1.7","0","1.8","1.8","0","1.7","1.8","0","1.7","1.7","0","1.6","1.6","0","1.6","1.6"
"Nepal","0","1.5","1.5","0","1.4","1.5","0","1.4","1.5","0","1.5","1.5","0","1.6","1.6","0","1.6","1.6","0","1.7","1.7","0","1.6","1.6","0","1.6","1.7","0","1.7","1.7","0","1.7","1.7","0","1.7","1.8","0","1.8","1.8","0","1.8","1.9","0","1.9","1.9","0","2","2","0","2","2","0","2.1","2.1"
"Netherlands","0","0.6","0.6","0","0.5","0.5","0","0.5","0.6","0","0.5","0.5","0","0.6","0.6","0.1","0.5","0.6","0","0.6","0.6","0.1","0.6","0.7","0","0.8","0.8","0","0.7","0.8","0","0.6","0.7","0","0.7","0.8","0","0.6","0.6","0","0.7","0.8","0","0.6","0.6","0","0.7","0.8","0","0.7","0.7","0","0.8","0.8"
"New Zealand","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.6","0.6","0","0.7","0.8","0","0.7","0.7","0","0.5","0.5","0","0.8","0.9","0.1","0.7","0.8","0","0.7","0.8","0","0.8","0.9","0","0.9","0.9","0","0.8","0.9","0","0.6","0.6","0","0.9","1","0","0.6","0.6","0","0.9","0.9","0","1","1.1"
"Nicaragua","0","2.2","2.2","0","1.8","1.8","0","1.7","1.7","0","2.5","2.5","0","2.2","2.2","0","2.3","2.3","0","2.3","2.3","0","2.4","2.4","0","2.5","2.5","0","2.6","2.6","0","2.6","2.6","0","2.7","2.7","0","2.8","2.8","0","2.9","2.9","0","3.1","3.1","0","3.2","3.2","0","3.4","3.4","0","3.5","3.5"
"Niger","0","2.8","2.9","0","2.9","2.9","0","2.8","2.8","0","2.8","2.8","0","2.8","2.8","0","2.9","2.9","0","3.1","3.1","0","3.3","3.3","0","3.4","3.4","0","3.5","3.6","0","3.8","3.9","0","3.9","4","0","4.2","4.2","0","4.4","4.4","0","4.6","4.7","0","4.8","4.9","0","5","5.1","0","5.2","5.2"
"Nigeria","0","3.1","3.2","0","3.2","3.3","0","3.2","3.2","0","3.1","3.2","0","3","3.1","0.1","3","3.1","0.1","3.1","3.1","0","3.1","3.2","0","3.1","3.1","0","3.1","3.1","0","3.2","3.2","0","3.2","3.2","0","3.2","3.2","0","3.2","3.3","0","3.3","3.4","0","3.5","3.5","0","3.6","3.6","0","3.6","3.7"
"Niue","0","7","7","0","6.1","6.1","0","6.1","6.1","0","6","6","0","5.7","5.7","0","5.6","5.6","0","5.6","5.6","0","5.5","5.5","0","5.4","5.4","0","5.2","5.2","0","5.1","5.1","0","5","5","0","4.8","4.8","0","4.7","4.7","0","4.6","4.6","0","4.5","4.5","0","4.4","4.4","0","4.3","4.3"
"Norway","0","0.3","0.4","0","0.3","0.3","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.5","0.5","0","0.4","0.4","0","0.5","0.5","0","0.4","0.4","0","0.5","0.6","0","0.4","0.5","0","0.4","0.4","0.1","0.6","0.6","0","0.4","0.4","0","0.6","0.6","0.1","0.8","0.9","0","0.6","0.6","0","0.6","0.6"
"Oman","0","1.5","1.5","0","1.4","1.5","0","1.4","1.5","0","1.4","1.4","0","1.4","1.4","0","1.4","1.4","0","1.4","1.4","0","1.4","1.4","0","1.4","1.4","0","1.4","1.4","0","1.4","1.5","0","1.5","1.5","0","1.5","1.6","0","1.6","1.6","0","1.7","1.7","0","1.8","1.8","0","2.1","2.1","0","2.2","2.2"
"Pakistan","0.1","3","3.1","0.1","3","3.1","0.1","3.1","3.2","0.1","3.1","3.2","0.1","3.1","3.2","0.1","2.9","3","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.8","2.9","0.1","2.9","2.9","0.1","3","3.1"
"Palau","0","1.7","1.7","0","1.7","1.7","0","1.1","1.1","0","1.1","1.1","0","1.1","1.1","0","1.1","1.1","0","1.1","1.1","0","1.6","1.6","0","1.5","1.6","0","1.5","1.5","0","1.5","1.5","0","1.5","1.5","0","1.5","1.5","0","1.9","1.9","0","1.9","1.9","0","1.8","1.8","0","1.7","1.7","0","1.7","1.7"
"Panama","0","1","1","0","0.8","0.8","0","1.4","1.4","0","0.9","0.9","0","1.5","1.5","0","1.4","1.4","0.1","1.4","1.5","0","1.3","1.3","0.1","1.3","1.4","0","1.2","1.2","0","1.2","1.2","0","0.8","0.9","0.1","1.5","1.6","0","1.4","1.4","0.1","1.3","1.3","0","0.8","0.9","0.1","1","1","0","1.3","1.3"
"Papua New Guinea","0","2.4","2.4","0","2.4","2.4","0","2.8","2.8","0","2.3","2.3","0","2.2","2.2","0","2.7","2.7","0","3","3.1","0","3","3","0","2.6","2.6","0","3","3","0","2.9","2.9","0","2.8","2.9","0","2.9","2.9","0","2.6","2.6","0","2.9","2.9","0","2.9","2.9","0","2.7","2.7","0","2.6","2.6"
"Paraguay","0","1.6","1.7","0","1.7","1.7","0","1.7","1.7","0","1.8","1.8","0","1.8","1.8","0","1.8","1.9","0","1.8","1.9","0","1.8","1.9","0","1.9","1.9","0","1.9","1.9","0","1.9","1.9","0","1.9","2","0","1.9","2","0","1.9","2","0","1.9","2","0","2.1","2.1","0","2.1","2.2","0","2.1","2.2"
"Peru","0","1.4","1.4","0","1.4","1.5","0","1.5","1.5","0","1.5","1.6","0","1.5","1.6","0","1.6","1.6","0.1","1.6","1.7","0.1","1.7","1.7","0.1","1.8","1.8","0.1","1.8","1.9","0.1","1.9","1.9","0.1","1.9","2","0.1","1.9","2","0.1","2","2.1","0.1","2.2","2.3","0.1","2.4","2.5","0.1","2.5","2.6","0.1","2.6","2.7"
"Philippines","0","1.7","1.7","0","1.6","1.7","0","1.7","1.7","0","1.7","1.8","0","1.8","1.8","0","1.9","1.9","0","1.9","1.9","0","1.7","1.7","0","1.8","1.8","0","1.9","1.9","0","1.8","1.8","0","1.8","1.8","0","1.6","1.6","0","1.6","1.6","0","1.6","1.6","0","1.6","1.6","0","1.6","1.6","0","1.7","1.7"
"Poland","0","0.3","0.4","0","0.3","0.4","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.4","0.5","0","0.4","0.4","0","0.5","0.6","0","0.5","0.5","0","0.6","0.6","0","0.5","0.6","0","0.5","0.6","0","0.6","0.6","0","0.7","0.7","0","0.8","0.8","0","0.8","0.8"
"Portugal","0","0.6","0.6","0","0.5","0.5","0","0.4","0.4","0","0.6","0.6","0","0.6","0.7","0","0.6","0.6","0","0.5","0.5","0","0.6","0.6","0","0.5","0.5","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.7","0","0.7","0.8","0","0.8","0.8","0","0.9","0.9","0","1.2","1.2","0","1.1","1.2"
